name,type,country,founded,born,died
Mindy McCready,artist,United States,,,
Jack Blades,artist,United States,,,
Colorfinger,band,United States,,,
Master's Hammer,band,Czech Republic,,,
Rites of Spring,band,,,,
Mostly Autumn,band,England,,,
The Lynns,band,United States,,,
Redman,band,United States,,,
Maddy Prior and June Tabor,band,,,,
Yngwie Malmsteen,artist,Sweden,,,
Gareth Gates,artist,United Kingdom,,1984,
Guster,band,United States,1992,,
Chaka Khan,artist,United States,,1953,
Buffseeds,band,United Kingdom,,,
John Lee Hooker,artist,United States,,,
Saving Able,band,,,,
Boghall and Bathgate Caledonia Pipe Band,band,Scotland,1972,,
David Cassidy,artist,United States,,,
Edna's Goldfish,band,United States,,,
Chris Joyce,artist,England,,1957,
Arrogant Worms,band,Canada,1990,,
A. R. Kane,band,United Kingdom,1986,,
Skip James,artist,United States,,,
Seven Nations,band,United States,,,
The Rip Offs,band,United States,,,
Too Much Joy,band,United States,,,
Liberty X,band,United Kingdom,,,
Joe Henry,artist,United States,,,
Love and Rockets,band,England,1984,,
Dame Vera Lynn,artist,United Kingdom,,1919,
Jeff Klein,artist,United States,,1976,
Lacrimosa,band,Germany,,,
Graham Nash,artist,England,,,
Jean-Paul Sartre Experience,band,New Zealand,,,
Wu-Tang Clan,band,United States,,,
Streetwalkers,band,England,,,
Agnes Chan,artist,Hong Kong,,,
Heart,band,United States,,,
Vanilla Ice,band,United States,,,
Electronic,band,England,1989,,
Jigsaw,band,,,,
Bono,artist,Ireland,,1960,
Hot Water Music,band,United States,,,
ABC,band,England,1980,,
MDFMK,artist,,,,
Appliance,band,England,1996,,
Cindy Lou,artist,,,,
Kate Jacobs,artist,United States,,,
Jimmy Barnes,artist,Australia,,1956,
Andreas Scholl,artist,Germany,,,
Creed,band,United States,1997,,
Chimaira,band,United States,,,
Ride,band,England,,,
Jack Off Jill,band,United States,,,
Wham!,band,United Kingdom,1981,,
Christian Death,band,United States,,,
Man in Gray,band,,,,
Dolly Dots,band,Netherlands,,,
Geno Delafose,artist,United States,,,
Prince,artist,United States,,1958,
Umm Kulthum,artist,Egypt,,,
Mazzy Star,band,United States,,,
Lure,band,United States,,,
The Platters,band,United States,,,
Pollyanna Dorough,artist,United States,,,
Igor Gavrilov,artist,Russia,,,
Rippopotamus,band,United States,,,
Paul Jefferson,artist,United States,,,
Menlo Park,band,,,,
Trick Pony,band,,,,
Jodi Benson,artist,United States,,,
Rave-Ups,band,United States,,,
Guns N' Roses,band,United States,1985,,
Nil Lara,artist,Venezuela,,,
Kaiser Chiefs,band,England,2003,,
Bantam Rooster,band,United States,1994,,
Pete Best,artist,England,,1941,
Akon,artist,,,,
Knut,band,Switzerland,,,
Fred Frith,artist,England,,,
Deeside Ladies Pipe Band,band,,,,
Talking Heads,band,United States,1974,,
Lake Vernon Drowning,band,,,,
Vicki Brown,artist,England,,1940,1991
California,band,United States,,,
AXA,band,Bosnia and Herzegovina,1995,,
Montgomery Gentry,band,,,,
Hazel O'Connor,artist,England,,,
Bah Samba,band,United Kingdom,1995,,
The Temptations,band,United States,,,
Tangletown,band,United States,,,
Charlotte Caffey,artist,United States,,1953,
The Primitives,band,England,,,
ApologetiX,band,,,,
Charlie Watts,artist,England,,1941,
Iron &amp; Wine,artist,United States,,,
Vieraileva Tähti,band,Finland,,,
Cause and Effect,band,United States,,,
Mitch Weissman,artist,United States,,,
Tresend,band,,,,
Beyond Mirth,band,United States,1994,,
BR5-49,band,United States,,,
Marianne Faithfull,artist,England,,,
Robert Mirabal,artist,United States,,,
Mandy Moore,artist,United States,,1984,
moe.,band,United States,,,
Tom Autry,artist,United States,,,
Spencer Gibb,artist,United Kingdom,,1972,
gfc,band,United States,1994,,
Wayne Newton,artist,United States,,,
Jodeci,band,United States,,,
Lower Class Brats,band,United States,,,
Puffy,band,Japan,,,
Outkast,band,United States,,,
King Adora,band,United Kingdom,1998,,
Turkish R&amp;B Music Artists,artist,,,,
The Nixons,band,United States,,,
k.d. lang,artist,Canada,,1961,
Annihilator,band,Canada,1989,,
Propellerheads,band,England,,,
Marais and Miranda,band,South Africa,1941,,
Prodigy,band,England,1990,,
Full Shilling,band,United States,1989,,
Gavin Friday,artist,Ireland,,,
Pacifier,band,New Zealand,,,
Astor Piazzolla,artist,Argentina,,,
New Radicals,band,United States,,,
Daft Punk,band,France,1992,,
Recc,band,Scotland,,,
Built to Spill,band,United States,1992,,
Thrasher Shiver,band,United States,,,
Tabitha's Secret,band,United States,,,
Dune,band,Germany,,,
Baby Ray,band,United States,1996,,
Paul Robeson,artist,United States,,,1976
Reeltime,band,,,,
Ann Hampton Callaway,artist,United States,,,
Willa Ford,artist,United States,,1981,
Go West,band,,,,
Maurice Gibb,artist,Isle of Man,,1949,2003
Ron D'Argenio,artist,United States,,,
Chicane,artist,England,,,
Morphine,band,United States,1989,,
Sash!,band,Germany,1995,,
Kevin Gilbert,artist,United States,,,
Britny Fox,band,United States,,,
Hemingway Corner,band,Canada,,,
Coptic Rain,band,,,,
Tonic,band,United States,,,
Ivo Pogorelich,artist,,,,
Freddy Fender,artist,United States,,,
Hezekiah Walker &amp; The Love Fellowship Crusade Choir,artist,United States,,,
The Ames Brothers,band,United States,1948,,
Kevin Richardson,artist,United States,,,
Ice-T,band,United States,,,
Soreazis,band,Netherlands,,,
The Bellrays,band,United States,,,
Divine,artist,United States,,,
The B-52's,band,United States,1976,,
Vivian Chow,artist,Hong Kong,,,
Mike Scott,artist,Scotland,,,
Nonpoint,band,,,,
Waycross,band,United States,,,
Citizen Cope,artist,,,,
Nanci Griffith,artist,United States,,,
Kevin Sekhani,artist,United States,,,
Cruzados,band,United States,,,
Slade,band,England,,,
Altered Images,band,Scotland,1979,,
Anthrax,band,United States,1981,,
Steve Vai,artist,United States,,,
Garth Brooks,artist,United States,,1962,
Speed McQueen,band,United States,,,
Hooverphonic,band,Belgium,1995,,
The Quarrymen,band,England,1957,,
Zero,band,United States,,,
Dread Zeppelin,band,United States,,,
Angie Stone,artist,United States,,,
Jawbreaker,band,United States,,,
Issa,artist,France,,1970,
Halley DeVestern,artist,United States,,,
The Walls,band,Ireland,,,
Jim Hall,artist,United States,,,
Malcolm &amp; Alwyn,band,United Kingdom,,,
Julian Austin,artist,Canada,,,
The Frank and Walters,band,Ireland,,,
Cassius,band,France,1998,,
0898,band,United Kingdom,2000,,
My Beloved,band,,,,
Devourment,band,United States,,,
Art of Noise,band,United Kingdom,1984,,
Beck,artist,United States,,1970,
Hank Ballard and the Midnighters,band,United States,1951,,
Jon Anderson,artist,England,,1944,
Guttermouth,band,United States,,,
Zuba,band,United States,,,
Henry Gray,artist,United States,,,
Big Bill Broonzy,artist,United States,,,1958
Lizzy Borden,band,United States,,,
Secret Garden,band,Norway,,,
Skindealer,band,Canada,,,
Lake Of Tears,band,Sweden,,,
Django Reinhardt,artist,France,,,
Soda Stereo,band,Argentina,,,
Midnight Syndicate,band,United States,,,
The Association,band,United States,1965,,
LeAnn Rimes,artist,United States,,1982,
Firehouse,band,United States,,,
Jimmie's Chicken Shack,band,United States,,,
Zita Swoon,band,Belgium,,,
Kai,band,United States,1992,,
Doc Severinsen,artist,United States,,,
Demics,band,Canada,,,
Jessica Simpson,artist,United States,,1980,
Bhom Shankar,band,United States,,,
Wayne Hancock,artist,United States,,,
Sid Vicious,artist,England,,1957,1979
Falling Wallendas,band,United States,,,
Little Patti,artist,Australia,,,
Choclair,band,Canada,,,
Yoko Ono,artist,Japan,,,
Anathema,band,England,1990,,
Darwin's Waiting Room,band,United States,2000,,
Mandrill,band,United States,,,
Tom Cochrane,artist,Canada,,,
Impure,band,,,,
Blue Discourse,band,,,,
Sunny Day Real Estate,band,United States,,,
Labrat,band,United Kingdom,1998,,
Pipes and Drums of the Royal Ulster Constabulary,band,Scotland,,,
The Isaacs,band,,,,
Röyksopp,band,Norway,1998,,
Darren Wharton,artist,England,,,
Joey McIntyre,artist,United States,,,
Texas,band,Scotland,,,
Shakespear's Sister,band,,,,
Fine Young Cannibals,band,England,,,
Gang of Four,band,England,,,
Bif Naked,artist,Canada,,,
Boyzone,band,Ireland,1993,,
54 Seconds,band,United States,1997,,
Goo Goo Dolls,band,United States,1985,,
Mai Kuraki,artist,Japan,,1982,
Perry Como,artist,United States,,,
Bennet,band,England,1993,,
Plus One,band,United States,,,
The Recipe,band,United States,,,
Terry Reid,artist,England,,,
Japan,band,England,1974,,
Armageddon Experience,band,United States,,,
Eight Grams,band,,,,
Bucky Covington,artist,United States,,1977,
Rachel Stevens,artist,England,,,
Strawberry Switchblade,band,Scotland,,,
Paris Burning,band,,,,
Gordon Lightfoot,artist,Canada,,,
Muslimgauze,band,England,,,
Fluzee,band,United States,2001,,
John Morris Rankin,artist,Canada,,1959,2000
Gene Autry,artist,United States,,1907,1998
Daryle Singletary,artist,United States,,,
N.W.A.,band,United States,1987,,
JoJo,artist,United States,,,
Shabba Ranks,artist,Jamaica,,,
Dezeray's Hammer,band,United States,,,
Ghost of the Robot,band,,,,
Sandra,band,Austria,,,
The Cruxshadows,band,United States,,,
Nicole Theriault,artist,United States,,,
Bilal,artist,United States,,,
Johnny Otis,artist,United States,,,
Cece Winans,artist,United States,,,
Destiny's Child,band,United States,1990,,
T.N.T.,band,Norway,1982,,
Sam Harris,artist,United States,,,
Love,band,United States,,,
klang,band,,,,
Dexy's Midnight Runners,band,United States,,,
Plasmatics,band,,,,
Roger Waters,artist,England,,1943,
Johnny Goudie,artist,United States,,1968,
Lifer,band,United States,,,
Tina Arena,artist,Australia,,1967,
Let's Active,band,,,,
Natasha's Ghost,band,United States,,,
Tracy Byrd,artist,United States,,1966,
Candlemass,band,Sweden,,,
Terry Talbot,artist,United States,,,
Kelly Brock,artist,Canada,,,
Scott Walker,artist,United States,,,
Drugstore,band,England,,,
Vicky Leandros,artist,Greece,,,
Nektar,band,England,,,
Cowboy Junkies,band,Canada,,,
Maciej Kossowski,artist,United States,,,
Soul Asylum,band,United States,1983,,
Asatru,band,United Kingdom,,,
Mute Math,band,United States,2003,,
Unitopia,band,,,,
Jan Garbarek,artist,Norway,,,
2 Days Later,band,United States,,,
Brian Wilson,artist,United States,,,
Wes Montgomery,artist,United States,,,
311,band,United States,1988,,
Phil Spector,artist,United States,,,
Quarterflash,band,United States,1980,,
Heidi Berry,artist,England,,,
Vale of Atholl Pipe Band,band,Scotland,1906,,
Kreator,band,Germany,1983,,
Village People,band,United States,,,
Trace Adkins,artist,United States,,1962,
Kenny Loggins,artist,United States,,,
Ian Moss,artist,Australia,,,
The Beat Junkies,band,United States,1992,,
Raging Speedhorn,band,England,1999,,
Kruder and Dorfmeister,band,Austria,1993,,
The Rascals,band,United States,,,
Michael Peterson,artist,United States,,,
California Guitar Trio,band,United States,1991,,
Victor Borge,artist,Denmark,,1901,2000
Angelic Upstarts,band,England,1977,,
Emma Bunton,artist,England,,1976,
Bush,band,United Kingdom,1992,,
Peach,band,England,,,
Trixter,band,,,,
Arid,band,Belgium,1996,,
Buddy Bolden,artist,United States,,,1931
I Am the World Trade Center,band,,,,
LFO,band,England,,,
Vicious Rumors,band,United States,,,
Operation Ivy,band,United States,,,
Carole King,artist,United States,,1942,
Jesse Camp,artist,United States,,1979,
Kenny Wheeler,artist,Canada,,,
Tony Hughes,artist,Canada,,1973,
Lupine Howl,band,United Kingdom,,,
Hum,band,United States,,,
Yo La Tengo,band,United States,1984,,
Wayne Pascall,artist,United States,,,
Generation X,band,England,,,
The Boones,band,United States,,,
Cast,band,United Kingdom,,,
Flow Motion,band,,,,
Knucklehead,band,England,,,
Okham's Razor,band,,,,
Jude Christodal,artist,United States,,,
Espiritu,band,,,,
Shawn Thomas,artist,United States,,,
Beth Waters,artist,United States,,,
Pinback,band,,,,
Maow,band,Canada,,,
Chikinki,band,,,,
Bonnie Raitt,artist,United States,,,
Theodore,artist,United States,,1923,1950
Rocket from the Crypt,band,United States,,,
Stretch Princess,band,United Kingdom,,,
Steve Stevens,artist,England,,,
Candy Butchers,band,,,,
Milk Incorporated,band,Belgium,,,
Caspar and Mollüsk,band,,,,
Diamanda Galás,artist,United States,,,
The Guess Who,band,Canada,1962,,
Black Eyed Biddy,band,,,,
Celtic Legacy,band,Ireland,,,
The Pursuit of Happiness,band,Canada,,,
Oh Susanna,artist,Canada,,,
Bliss 66,band,United States,,,
Del McCoury,artist,United States,,,
Queen's Gambit,band,United States,,,
Flys,band,England,,,
No Doubt,band,United States,1987,,
lowsunday,band,United States,,,
The Staple Singers,band,United States,,,
Guano Apes,band,Germany,1994,,
Lamb,band,United States,,,
Elephant Man,artist,Jamaica,,,
Delbert McClinton,artist,United States,,,
Mono,band,United Kingdom,,,
Chisato Moritaka,artist,Japan,,,
Silly Wizard,band,Scotland,1971,,
Electric Soft Parade,band,,,,
High Holy Days,band,Canada,1998,,
Asylum Street Spankers,band,United States,1995,,
Anekdoten,band,Sweden,1990,,
Chick Corea,artist,United States,,,
The Jezebelles,band,United States,,,
Ryuichi Sakamoto,artist,Japan,,1952,
Carmen McRae,artist,United States,,,
Silver Sun,band,United Kingdom,1995,,
Jess Klein,artist,United States,,,
Diana Ross,artist,United States,,,
Tuff,band,,,,
Nick Gilder,artist,England,,,
Meat Beat Manifesto,band,England,,,
Rico,band,Scotland,,,
Primal Fear,band,Germany,,,
Powerman 5000,band,United States,,,
Planet Swan,artist,United States,,,
Coolio,artist,United States,,1963,
Galactic,band,United States,,,
Tool,band,United States,1990,,
Big Wreck,band,United States,,,
Russ Taff,artist,United States,,,
Johnnie Ray,artist,United States,,,
The Wonder Stuff,band,England,,,
Jimmy Page,artist,England,,,
Gov't Mule,band,United States,,,
Queen Latifah,artist,United States,,1970,
Jean-Jacques Goldman,artist,France,,,
Despised Icon,band,Canada,1998,,
Lee Ann Womack,artist,United States,,,
Mothers of Invention,band,,,,
Harvey Danger,band,United States,,,
Cappadonna,band,United States,,,
Method Man,band,United States,,,
Pain Of Salvation,band,Sweden,,,
Fat Amy,band,United States,,,
John Entwistle,artist,England,,1944,2002
Rupert Holmes,artist,England,,,
Aethellis,band,,,,
Martha Wash,artist,United States,,,
Meja,band,Sweden,,,
6gig,band,United States,2000,,
Brannen Temple,artist,United States,,1970,
Dale Watson,artist,United States,,,
Holly Valance,artist,Australia,,1983,
Sea Hags,band,,,,
Thompson Twins,band,England,1977,,
Rockin' Dopsie,band,United States,,,
Rockapella,band,United States,,,
Mark Farner,artist,United States,,1948,
Townes Van Zandt,artist,United States,,,
Joss Stone,artist,England,,1987,
CPR,band,United States,,,
Eddie Jefferson,artist,United States,,1918,1979
'Philly' Joe Jones,artist,United States,,1925,1985
Trish Bentley,artist,Canada,,,
Daryl Braithwaite,artist,Australia,,1949,
Barbara Bonney,artist,United States,,,
Jake Trout &amp; The Flounders,band,,,,
Ikon,band,Australia,,,
Lit,band,United States,1989,,
Vaudeville Star,band,,,,
Sergio Mendes,artist,Brazil,,1941,
Conway Twitty,artist,United States,,,
Alfie,band,England,,,
Dave Navarro,artist,United States,,,
Cheap Trick,band,United States,,,
The Who,band,England,1964,,
Wild Orchid,band,United States,,,
Tygers of Pan Tang,band,England,,,
Eidolon,band,Canada,,,
Black 'N Blue,band,United States,1981,,
Semisonic,band,United States,,,
Gilbert,band,,,,
Concordia,band,United States,,,
Adema,band,United States,,,
Alfred Brendel,artist,Czech Republic,,,
John Williamson,artist,Australia,,1945,
Kerry Livgren,artist,United States,,1949,
Royal Wood,artist,Canada,,,
Philip Lynott,artist,Ireland,,1949,1986
Greg Trooper,artist,United States,,,
Gomez,band,United Kingdom,,,
Fear of Pop,band,United States,,,
Rickie Lee Jones,artist,United States,,,
The Junior Pantherz,band,Canada,,,
Toni Childs,artist,United States,,,
Evie Tornquist,artist,Norway,,,
Parokya ni Edgar,band,Philippines,,,
Bleach,band,United States,1995,,
Dave Davies,artist,England,,1947,
Spread,band,United States,,,
Trooper,band,Canada,,,
Roberta Flack,artist,United States,,,
Dream Street,band,United States,,,
Celine Dion,artist,Canada,,1968,
The Odds,band,Canada,,,
Traffic,band,,,,
Julie Ruin,artist,United States,,,
Alex Bach,artist,,,,
Savannah,band,United States,,,
Monty Python's Flying Circus,band,United Kingdom,1969,,
In Fervor,band,,,,
Skindive,band,Ireland,,,
Godspeed You! Black Emperor,band,Canada,1994,,
Black Sabbath,band,England,1969,,
Clay Walker,artist,United States,,,
Oleta Adams,artist,United States,,,
Mel Tillis,artist,United States,,,
In Pursuit,band,,,,
Little Sister,band,United States,,,
Don White,artist,United States,,,
The Living End,band,Australia,,,
Tokyo Jihen,band,Japan,2004,,
Supersnazz,band,,,,
Ezra Stone,band,United States,1996,,
Dust Brothers,band,United States,,,
Väsen,band,Sweden,,,
A.C.C. - Another Certified Connection,band,United States,1993,,
Soul Coughing,band,United States,,,
Chris Cagle,artist,United States,,,
Snafu,band,England,1973,,
Trisha Yearwood,artist,United States,,1990,
Meredith Edwards,artist,United States,,,
Mary Prankster,artist,United States,,,
Low,band,United States,,,
Samantha Fox,artist,England,,,
Poison,band,United States,,,
Mikaila,band,United States,,,
Andraé Crouch,artist,United States,,,
American Hi-Fi,band,United States,,,
The Vent,band,United Kingdom,,,
Alexia,artist,Italy,,,
Eiffel 65,band,Italy,,,
Neil Sedaka,artist,United States,,1939,
Miles Davis,artist,United States,,1926,1991
Bardot,band,Australia,2000,,
Lunachicks,band,United States,,,
Alanis Morissette,artist,Canada,,,
Incredible String Band,band,United Kingdom,,,
Tom Saviano,artist,United States,,,
